"CAGDP1 Gross Domestic Product (GDP) summary by county and metropolitan area"
"Real Gross Domestic Product (GDP) (Thousands of chained 2012 dollars)" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"GeoFips","GeoName","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"11460","Ann Arbor, MI (Metropolitan Statistical Area)",18972295,20060248,20430827,20225953,20602048,20044419,20435543,19300104,17890027,18452057,18652174,19040628,19253732,19538254,20387939,20953441,21512047,22224950,22430838
"19820","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",220489931,225370267,229269820,228640367,232553236,224327467,222584319,208061351,185026134,197225821,205503795,212218111,215910918,218496046,222803770,227292727,229815511,235105362,237089292
"24340","Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",42904990,44188508,45209764,46281780,47387841,47239485,47100546,45593069,42499532,44161391,45050975,46126270,47090459,48529768,50737954,51944688,53312270,54900621,55050649
"Legend / Footnotes:"
"Metropolitan Areas are defined (geographically delineated) by the Office of Management and Budget (OMB) bulletin no. 20-01 issued March 6, 2020."
"Last updated: December 9, 2020 -- new statistics for 2019, revised statistics for 2001-2018."
